text,span,polarity,polarity_predicted,aspect,ordinal
but when these arrived they don't fit in my camera.,arrived,negative,,delivery,0
was expecting the item but when the delivery got late i had to understand unfortunately the product is of no good to me.,delivery,negative,,delivery,0
"watch is awesome satisfiedworking properly,good,packaging was very bad,good,good router,good,nies,one of the cheapest wifi 5 gigabit routers.",packaging,negative,,delivery,0
but very high delivery charges even for prime customers.,delivery,negative,,delivery,0
"this has not come with delivery.,i like all the features but login for ott apps is a problem which we have to open chrome in mobile or laptop for login in tv",delivery,neutral,,delivery,0
"one of the most regretted purchase.,the product is a looking good but not a good sound quality, and then packaging is a very poor i think people open the product when it is packaged.",packaging,negative,,delivery,0
s amazon delivery is really not up to the mark..,delivery,negative,,delivery,0
the delivery people were not careful with the unpacking.,delivery,negative,,delivery,0
the packaging was torn and damaged.,packaging,negative,,delivery,0
"also, the packaging was open and not sealed when i recieved it.",packaging,negative,,delivery,0
"lg was always good , correct delivery, good service but sound quality was poor.",delivery,negative,,delivery,0
"not happy with the packaging and i hope realises from next order.,felt happy to see dell on its body i think it is genuine.",packaging,negative,,delivery,0
"but i would like to rate 3 star for the packaging because there was no packaging..it came with a sealed box..,it is worth buying.",packaging,negative,,delivery,0
"i ask amazon for a replacement thinking they could be defective, when the replacement arrived, the same thing happened.",arrived,negative,,delivery,0
it seems someone taken while shipping because i got the packet broken.,shipping,negative,,delivery,0
"i liked everything like product quality, packaging was so premiumone thing i didn't liked is you can get fingerprint easily,standard cover for the price.",packaging,positive,,delivery,0
"but as of now product seems to be good,very good quality with good speed,not good,everything great from packaging to cable quality",packaging,positive,,delivery,0
"just felt it is not sturdy enough.,the product packaging was good and clean.",packaging,positive,,delivery,0
not expecting any kind of tampering but thought to share the product packaging.,packaging,neutral,,delivery,0
final escalation to the service head worked and by then it was 3 days since the product arrived and was lying still!product wise no complaint.,arrived,neutral,,delivery,0
the packaging would be suspicious you would think a cheap unreliable product.,packaging,negative,,delivery,0
"though is a little expensive if you do more than the occasional print.delivery was 3 days earlier than the delivery date shown on amazon, so that was great.",delivery,positive,,delivery,1
"so i think this chota power is not providing sufficient power.,for my daughter's notepad, the perfect cell which i received with fast delivery at home.what else one can expect from amazon!!",delivery,positive,,delivery,0
"if bass is not what you are after, you are unlikely to find a better package even at a much higher price point, especially if you care for even sound.",package,negative,,delivery,0
i have been using it for the past 2 months and haven't faced any issue.another problem with this montioe is the rubber that is used for rotating the montioe is cheap and gets broken initially only.,broken,negative,,durability,0
"i used this product for about 4 months and really had no issues with it, until i noticed that my internet stopped working.",stopped working,negative,,durability,0
"don't waste money buying expensive ones, go for this.,functionally very good, and it is a good replacement for the original remote, on which the power switch had stopped working.",stopped working,negative,,durability,0
the return window closed two days ago and i can't return this broken garbage.,broken,negative,,durability,0
"value for money,the remote is compatible with our tata sky box and does the job,it didn't last for more than 15 days and has stopped working.",stopped working,negative,,durability,0
"it says 60w capable, don't know how to measure it but works good with my 25wats brick.,the charging cable stopped working within 2 weeks.",stopped working,negative,,durability,0
"it stopped working after a month of use.,value for money,but not get feel of original remote control with tv what we get .",stopped working,negative,,durability,0
"does it's job.,now these days smartphone are so expensive and we are very careful about that, but once our charging cable lost or broken, we will think about the right one.",broken,negative,,durability,0
"but after falling down it gets broken.,good for basic use not for gaming.,i like this product.",broken,negative,,durability,0
it stopped working completely and the mouse cursor doesn't even move.,stopped working,negative,,durability,0
but it stopped working within 6 months of usage.,stopped working,negative,,durability,0
"apple car play has stopped working intermittently when using this cable,good product but phn was getting heat while its chrgeing,this cable is working great.",stopped working,negative,,durability,0
"it stopped working after few months of usage,everything is good but the battery don t last that long when use for charging two device.",stopped working,negative,,durability,0
"every time i mount or unmount my device, i have to take care a lot so that it might not get broken.",broken,negative,,durability,0
"however the backup battery stopped working later and the customer support team were quick to respond and swiftly sent me the replacement product.,product was delivered very promptly and packaging was good.",stopped working,neutral,,durability,0
"now i use this as my main work station all day.,the table is fantastic but i got a dameged or broken one.",broken,negative,,durability,0
i had to use an old mouse in the mean time.i used to trust offbeat products but i am greatly disappointed as this mouse broke just after two weeks.,broke,negative,,durability,0
"this wire was great purchase made to correct it,worked well for six months that s it, now it s stopped working, now planning to buy one more because the price has come down to 150,very good product.",stopped working,negative,,durability,0
"cause it's stopped working.,the cable is physically resilient and looks good too.",stopped working,negative,,durability,0
the cable stopped working in 7 months contacted customer support and they ensured a replacement soon.,stopped working,negative,,durability,0
"i bought the original cable for 1k, and it stopped working after few months.this one is a fraction of cost, and is working well!,good product for 1 6 device.",stopped working,negative,,durability,0
"also, the built quality is good.,the remote is working fine for now but durability not sure as not as the original but does the job.,it is good for samsung smart tv,nice one",durability,negative,,durability,0
most of the keys stopped working within a month.,stopped working,negative,,durability,0
"decent buy,very good product,value for money,this cable i bought in july'22 end and in december mid 22 it stopped working.",stopped working,negative,,durability,0
i gave a 1 star less because product had a small piece broken while delivery maybe.,broken,negative,,durability,0
"now lets see if they actually do as promised.original review after 6 months it stopped working, so raised a request for it.",stopped working,negative,,durability,0
i have used 12v2a product for 9 months and it stopped working after that.,stopped working,negative,,durability,0
stopped working after a month of use.,stopped working,negative,,durability,0
it's the first time in my life that a router has broken and that too after just over a year's usage.,broken,negative,,durability,0
"packaging was also good.,it's really of good quality, i have read problems like the apple pencil doesn't work after applying this protector but i honestly didn't feel any lag.",lag,negative,,performance,0
"so, i think those games will work here without lag as well.tip just because, some people got defective piece doesn't mean you will too.",lag,negative,,performance,0
no data loss problem or data corrupt problems i have faced yet.downs......the only downside is this pendrive is little slow because of technology 2.0 3.2 is newer one and second one is not affact your data at all..,slow,negative,,performance,0
"don't face lag now.try to use a usb hub if you don't have a usb port away from existing used ports.,build quality and all are good but the batteries cap is little bit loose for the keyboard and mouse is totally fine.",quality,positive,,performance,0
no issues of lag or disconnection or audio drop on super quiet moments of the song.bass?very decent and controlled.vocals?very cleartreble?sharp and crisp.loudness?you can listen at full volume without much discomfort.,lag,positive,,performance,0
"its a slow charging cable, but the look, sturdiness etc are impressive.planning to return the product.",slow,negative,,performance,0
but i charge it regularly and battery charge never drops below 70 .the phone has sd680 processor which is more that enough for basic tasks and performs well without any lag.,lag,negative,,performance,0
"little bit lag in touch screen., productsbut hand wash screen off problemre start problem,automatic restart problem,for the first time, i purchased a smartwatch.",lag,negative,,performance,0
"the silver paint on pendrive is vanishing time by time and it is now turning black,product is good but slow,storage is good but doesn t work for car stereo,57 gb out of 64,so far so good,good product,ok",slow,negative,,performance,0
i played bgmi and cod and didn't feel any lag in the sound.5.,lag,negative,,performance,0
"plus it gets charged slow.,all features of the watch is good but battery backup is very poor.",slow,negative,,performance,0
"also color print not working or not recognized.,does the job, but it's damn slow.",slow,negative,,performance,0
"however it charges quite slow compared to original chargers, even when one mobile is charged at one time.,when using a regular cable, it takes about 2 hrs for a full charge.",slow,negative,,performance,0
"product is good , and also it's strudiness .but no fast charging in this cable , it's normally charging .",fast,negative,,performance,0
"tv looks fine, however i see some lag while selecting the applications such as amazon prime etc.",lag,negative,,performance,0
"its a slow charging cable vooc not support,though they call it as fast charging cable, it actually is not a fast charging cable.i tried it with my samsung fast charging adapter.",slow,negative,,performance,0
there are noticeable lag while casting screen share.,lag,negative,,performance,0
"in this price you can get the best product,processor very slow plg improve,smart work is slow but picture sound ok",slow,negative,,performance,0
the response is little slow but that's still fine.,slow,negative,,performance,0
the sound quality is not the best and i have noticed some lag when switching between apps.,lag,negative,,performance,0
"i will recommend this tv if you want to buy this 32 inch s series tv.,writing review after 1.5 month use overall good but it become little slow when we install apps rest everything is fine.",slow,negative,,performance,0
"plug and play.link for driver is good but internet connection is slow,easy to use.",slow,negative,,performance,0
there is no lag while watching forwarding 4k 8k videos.2.,lag,negative,,performance,0
"no more changing of cables every year or soo.,as i need for apple carplay support this is perfect with no lag.",lag,positive,,performance,0
wifi connection is little slow but it works mostly fine if router is nearby.,slow,negative,,performance,0
"overall, happy that i bought this tv.,at this price picture quality is good but connectivity is slow and remote function also,good one happy with the purchase,,kodak tv,ok,nice tv,smart and good work",slow,negative,,performance,0
"best but slow response from tv,product is good, for money,super quality....go with tcl,,best price,",slow,negative,,performance,0
phone lag in two days of testing it has not lagged at all.,lag,negative,,performance,0
"video call lag did not face any, did multiple video calls yesterday with different people, did not get any complaint from them about my video lag.",lag,negative,,performance,0
sometimes i feel lag in touch though it is for microseconds but it is there.,lag,negative,,performance,0
"however, the watch may lag a bit.",lag,negative,,performance,0
no lags at all though there is provision for a 3 sec lag which can be turned on.9.,lag,negative,,performance,1
you will not get features like slow motion etc etc.,slow,negative,,performance,0
lightweight considering 20 k charge but slow charge.,slow,negative,,performance,0
"the product charges iphone about 50 in an hour, but rest charging is very slow.",slow,negative,,performance,0
"even with beast mode turned on, i felt no difference as the the lag still persisted.5.",lag,negative,,performance,0
"ordered it for my home office and have been using this for almost 10 months, it looks good and there is no lag in typing and the keys are comfortable while typing.,nic product and smooth keyboard!",lag,negative,,performance,0
i have been using it for the past 2 months and haven't faced any issue.another problem with this montioe is the rubber that is used for rotating the montioe is cheap and gets broken initially only.,cheap,negative,,quality,0
"the mouse doesn't feel cheap overall, but it is definitely plasticky, though not in the bad sense.",cheap,negative,,quality,0
"the cable is lengthy no quality loss till yet.ps i will update if there is any issues,,looks like cheap, but works fine",quality,negative,,quality,0
"but the main job can be done without any problem and i'm getting upto 100 mbps speed.,,the product is good for the use,not cheap but its ok price.",cheap,negative,,quality,0
"when held, it doesnt give off that cheap and flimsy product like feeling.",cheap,negative,,quality,0
"charging time is good with availability of different cable types.,considering the price compared to competitors at market, this is cheap, but no compromises have been made with respect to sturdiness or quality.",cheap,negative,,quality,0
"it s a bit expensive but it keeps phone s screen looking new and shiny, and it is much much better than the cheap ones in doing so it s night and day difference.fit and finish is really good too.",cheap,negative,,quality,0
"scroll wheel doesn't feel cheap at all, though i believe it could've been better quality.",quality,negative,,quality,0
"suits my hand the best, tried some gaming mouse at 500 800 range but the feel is not good and my wrist starts to hurt on those cheap mice.",cheap,negative,,quality,0
"amazon better not sell such cheap crap and loose trust.,good,working fine read write speed is good",cheap,negative,,quality,0
"very good,why go for cheap chinese ones.,good cells,some of cell is not at 100 but they are at 90 or 80 price is low but stock is old.",cheap,negative,,quality,0
"but still price is very good compare to other products.,good,it worked really well for 3 4 months but now it started showing its cheap chinese side.",cheap,negative,,quality,0
"be careful while plugging and unplugging, or you may damage your device.very cheap and usable cable for 120 rs,super power,nice product.,in this price this is the best one",cheap,negative,,quality,0
"i haven't had to use most of the other functions.,good performance,cheap and best alternative for your lg remote.",cheap,negative,,quality,0
"sometimes it doesnt even connect to the phone.dont buy it, dont buy any other cheap cables.",cheap,negative,,quality,0
you will not find a decent 16 gauge copper speaker cable for less than rs 2000.this is a cheap 16 gauge speaker and it does the job very well.,cheap,negative,,quality,0
"but, the product is cheap chinese plastic crap and definitely not a worth more than rs.",cheap,negative,,quality,0
"looks cheap, but did it s job okay.",cheap,negative,,quality,0
i don't think plastic back makes your phone or you look cheap.,cheap,negative,,quality,0
"you may go for cheap tempered glasses but the touch feels different and smooth with popio glasses,i am using this for 3 weeks now.",cheap,negative,,quality,0
"it is definitely not cheap looks wise.there is an on, off switch on the bottom which is helpful in saving the battery which is included when the mouse is not in use.",cheap,negative,,quality,0
"keep your hands soft while typing.,although it is quite cheap and works nicely for me, i think this is not for those who look for soft touch keyboard.",cheap,negative,,quality,0
"even a small movement can cause the second device to get unplugged from the usb port, which is not at all strong.,its cheap on multiple levels, first ad foremost money wise and then most importantly quality wise.",cheap,negative,,quality,0
"the product appears cheap, but holds well.",cheap,negative,,quality,0
i was expecting it to feel wonky and cheap but it actually feels decent.,cheap,negative,,quality,0
but the button enclosure feels like cheap plastic and will break easily.,cheap,negative,,quality,0
"you must be buy.,it's not sturdy on the bedmaterial is cheap.",cheap,negative,,quality,0
"you get free pen , cheap through but it works.",cheap,negative,,quality,0
she does not sound chinese like the cheap chinese headphones.,cheap,negative,,quality,0
well i had a notion that cheap bt headphones could not produce good sound..,cheap,negative,,quality,0
of course those cheap speakers would be louder and more shrill but it is about quality vs quantity.coming to the cons 1.,cheap,negative,,quality,0
the technician brought a cheap hanging hook that had mrp inr116 on it and asked for inr499 for it without any receipt.,cheap,negative,,quality,0
"simply superb, goverment shouldnt hinder amazon products , amazon products rather gives competition to local qualityless products which consumers are forced to buy beacause they have no quality competition.",quality,negative,,quality,1
"if you want to avoid the cable this is a best product.,eco dot 3rd,product does its work but quality can be improved.",quality,negative,,quality,0
"nice product,okay product at cheap price.",cheap,negative,,quality,0
"in the end, it's a cheap chinese product sold in india at rs.",cheap,negative,,quality,0
the packaging would be suspicious you would think a cheap unreliable product.,cheap,negative,,quality,0
"liked it,sound is good but quality normal,good product impressive,sound nd bass is good nd value for money",quality,negative,,quality,0
"no reimbursment, no quality suppport, no resposnse to emails apart from the standard script.",quality,negative,,quality,0
i was quite fed up of using cheap wired headsets as they used to go out of function or get snapped every now and then.,cheap,negative,,quality,0
"no volume control or on off button, comfortable to wear but not designed for comfort, clear sound, and a mic but no advanced features for either.",volume,negative,,sound,0
why on god's green earth there is no audio jack?!?!!!!what is the use of hdmi port if user can't get video and audio both??2.,audio,negative,,sound,0
"lg was always good , correct delivery, good service but sound quality was poor.",sound,negative,,sound,0
"vu uhd smart 43 web os version good tv 2022 , picture quality and opareting nice , but sound quality i am not satisfied not afctvive to other t vs,hdr can t be turned off in apps,got it at 19k in the sale.",sound,negative,,sound,0
but sound volume clarity not adequate.,sound,negative,,sound,0
"i had some extra cushions so i added those over the ear piece.,build quality is not that good but sound quality,noise cancellation is best in the range of less than 1000.,after covid 19 our life changes a lot.",sound,negative,,sound,0
"jbl could have address this.,i have used it for listening songs and i can say it is good earphones for that price,average, expected too much but sound quality is good but bass is not that great.",sound,negative,,sound,0
"the tv i bought is great .,picture quality good but sound can be more clear,nice picture quality,sometimes lines comes on screen.",sound,negative,,sound,0
everything is fine but sound quality should be little bit more enhanced.,sound,negative,,sound,0
"with no noise, the other person said i sounded great!",noise,negative,,sound,0
sometimes no sound is received while playing audio from both devices.,sound,negative,,sound,0
"ergonomic is also a must as i use these for long hours.currently, i use logitech m590 mouse which is really awesome and makes almost no noise at all.,great product,i have been using this product for 2years.",noise,negative,,sound,0
"so, harman please include dual connectivity.bought this at 12.5k,good one, but sound is low.",sound,negative,,sound,0
but bass levels are different.,bass,negative,,sound,0
but full volume doesn't distort is loud enough.,volume,negative,,sound,0
",battery level indicator not available,,good audio but the mic feature is not that good.,good bluetooth speakers by themselves but bit overpriced.",audio,negative,,sound,0
the bass doesn't overpower them and feels just right.,bass,negative,,sound,0
she does not sound chinese like the cheap chinese headphones.,sound,negative,,sound,0
i was used to it on my 6t3 volume not too happy with the phone speakers.,volume,negative,,sound,0
"for mids, the spectrum is tilted towards bit of high bass but surprising absence of very specific high bass frequencies as mentioned above , but its bearable.",bass,negative,,sound,0
good quality sound but has less bass as other says but it's decent.,sound,negative,,sound,0
it s a quality refined timbre bass not some low quality stuff.,bass,negative,,sound,0
"people are complaining in reviews that it doesnot produce any bass, but actually its is the bass produced by the speaker which deteriorates the quality.",bass,negative,,sound,0
"it is fairly even sound, but not a significant enough improvement in bass over the 200.",sound,negative,,sound,0
"although i was able to detect in bios mine is basic for current usage 07wp95 , so i did not give up funny it may sound, no repair app.",sound,negative,,sound,0
"excellent even sound, however the lack of bass as compared to the others pulls it back.",sound,negative,,sound,0
"jbl crystal clear even at full volume, but has least sound level in all of three.",volume,negative,,sound,0
"sennheisers tends to distort above 75 level of volume, but has greater sound level of all.",volume,negative,,sound,0
"sound don't explode or go outside of the buds to 50 as it go outside on boat 510 headphone, so its good.5.",sound,negative,,sound,0
the transiton between mid and lower mids bass isn't great.,bass,negative,,sound,0
"does not fit the ear snugly.falls off often.,it's a good quality product but battery drains very fast.,anc is just a gimmick on this one, bass is poor, don't buy if you need bass.",bass,negative,,sound,0
"no complaints.,good product,bass is not high,love it,",bass,negative,,sound,0
"picture is crystal clear enjoy it with high speed internet., in smart tv but low sound quality., 8k it's worth , value for money.good picture quality and sound.satisfied customer.",sound,negative,,sound,0
"stylish design and finishing also good but low audio volume.it's better to use extra speakers...,good quality for the price,it was amazing to see it in big picture at home..",audio,negative,,sound,0
"the quality of the included cables is quite poor, so it's best to use something else.compared to the direct input from usb, the overall sound is poorer, with a shrunken soundstage and coarse vocals and treble.",sound,negative,,sound,0
when you compare it with budget wired headphones like sennheiser cx 180 street ii bass is not too deep.,bass,negative,,sound,0
the angled jack is a plus but the sound quality is so so.,sound,negative,,sound,0
"but if that's your thing, then you should know that the highs get pretty shrill at the setting, but the bass is still pretty clean and loud!3.",bass,negative,,sound,0
only thing i am missing is volume control on headphone,volume,negative,,sound,0
but the audio quality is average.,audio,negative,,sound,0
"the cable is lengthy no quality loss till yet.ps i will update if there is any issues,,looks like cheap, but works fine",cheap,negative,,value,0
"only issus is motion censor doesn't work,it's good but price is high and sometime it's not working so good can't take motion recording.,not up to mark",price,negative,,value,0
"it fits the lg 2022 model's uq80 as well...a very good product.,done the job but value high.,product isn't bad, but the rate is very expensive.,nice",value,negative,,value,0
"it's working very well good quality and amazon never disappoint me.thank you,not for good,it looks like original but the build quality is not so good but value for money",value,negative,,value,0
"does it's job.,now these days smartphone are so expensive and we are very careful about that, but once our charging cable lost or broken, we will think about the right one.",expensive,negative,,value,0
"quality is not great cheap plastic but does its purpose.,worth for money..",cheap,negative,,value,0
"the display has no spelling errors and while the resolution is low, it is sufficient for the tasks.overall, it's quite expensive but is more kitted out than similar devices.",expensive,negative,,value,0
"working fine with airtel dth but the quality is cheap, it's not strong,earlier airtel tv remotes had larger keys which were easy to navigate.",cheap,negative,,value,0
even at rs 5k it is not worth it because of the range issue.,worth,negative,,value,0
"the screen has big bezels, however, the good part is that the screen goes completely back when it is off, so you won t notice the bezels, and the screen quality won t feel cheap at all.",cheap,negative,,value,0
"it s a bit expensive but it keeps phone s screen looking new and shiny, and it is much much better than the cheap ones in doing so it s night and day difference.fit and finish is really good too.",expensive,negative,,value,0
"not worth the money paid.,it's tiny specially can be look great on tiny wrist, look is also nice but internal feature is some down it must be upgrated.,auto data collection n update not there .",worth,negative,,value,0
charge holds for good time over a day s usage kingone is cheaper in agif sale and this one was relatively expensive but at price point compared to apple this is good for casual use.,expensive,negative,,value,0
"no use of alexa.i think it's a good buy after 2 months of usage,all over amazfit gts2 mini new version is good but price is high and also calling features not available that is the biggest drawback.",price,negative,,value,0
overall it is a good product but it is not worth 300rs.,worth,negative,,value,0
don't buy it for rs.3k i suggest waiting for a discount because this thing is certainly not worth that much.,worth,negative,,value,0
real 7.1 will be dam expensive and can't be sure how human ear will respond to that technique....,expensive,negative,,value,0
"but packaging is not good feeling like seller gave is used cable.,good product,good product but cost is more.,original cable,i bought this cable at 129.",cost,negative,,value,0
"using 8month also fast working.,350 might be a little expensive but physically it s so good.",expensive,negative,,value,0
"using it and satisfactory.,working good also not so expensive,using this for an audio transition from yamaha mgxu20 sound mixer to the laptop for live purpose excellent quality.,bought it before one and a half month....",expensive,negative,,value,0
little bit expensive but go with this because of good signal.4.,expensive,negative,,value,0
"good compatibility.all features works fine and as expected.bcuz of all this, it's a vfm product to me.,working fine can buy,it is working but expensive.",expensive,negative,,value,0
but discarded sony just bcz of expensive and scared if my kid whilst playing will break it.,expensive,negative,,value,0
"an excellent fitness tracker but average health monitor., ,plz add calling feature with this,otherwise it is ok,good,it's little expensive but okkk,",expensive,negative,,value,0
"but worth buying than a expensive apple pencil ,",worth,negative,,value,0
this was a saviour for me as i didn t want to buy expensive stylus and max dont work with iphones.,expensive,negative,,value,0
"definitely not worth 1300 in my opinion.,,not adaptive for every person's ear.",worth,negative,,value,0
"surely go for it little costly but worth it.,use the tether app, do the installation by yourself enjoy the wifi.",worth,negative,,value,0
"good battary life, good sound, good connectivitycons very poor build quality, feel so cheap.",quality,negative,,value,0
"saved an electronic device from being obsolete.if you want more performance..maybe get 900mah cell....but for me thats expensive...750mah is enough.long term performance is to be seen.,used for my philips trimmer.",expensive,negative,,value,0
"place holder for mobile devices however, i use it to place a pen cons expensive.",expensive,negative,,value,0
"grip to the table is also really good,the size is alright, material is good too but holy cow it reeks of cheap rubber.,fairenough looking at price tag.,it is really a good product.",cheap,neutral,,value,0
u cant have the effect of an in ear earphones bass quality in a cheap bt..,quality,negative,,value,0
it's not worth buying cartidges so go for refill.3 we only find cl 57s which is small.,worth,negative,,value,0
",good quality, and cheap price,great for the price works with my usb mic fantastically well.",cheap,negative,,value,0
wrong instructions..a bit too expensive.,expensive,negative,,value,0
"but price is too high.,working just as fine as 1.5m cable that my speaker company has provided.",price,negative,,value,0
"you can go for it.,most expensive cable i have ever purchased.",expensive,negative,,value,0
"good product n it works fine,it's good one but price more than quality,connecting to sensor for using is slightly a headache......",quality,negative,,value,0
expensive here on amazon.,expensive,negative,,value,0
